Name,Link,Img,DOB,age(years),status,description,_id
Prem Nazir,https://en.wikipedia.org/wiki/Prem_Nazir,Prem Nazir.jpg,"7 April 1926,",62,Died,Prem Nazir was an Indian film actor known as one of Malayalam cinema's definitive leading men of his generation. He is considered one of the most successful actors of Indian cinema. Nazir is often referred to as Nithyaharitha Nayakan.,5ea7c20eff604553fe22720a
Prithviraj Ballireddy,https://en.wikipedia.org/wiki/Prithviraj_(Telugu_actor),Prithviraj Ballireddy.jpg,6 August 1964,55,Alive,Balireddy Prudhviraj is a comedian in Telugu. He was introduced by Prabhakar Reddy. Later he acted in Aa Okkati Adakku. During this movie Prudhviraj spent 40 days with Rao Gopala Rao where he learned about the industry. He acted in more than 100 movies.,5ea7c211ff604553fe22720b
Prithviraj Kapoor,https://en.wikipedia.org/wiki/Prithviraj_Kapoor,Prithviraj Kapoor.jpg,"3 November 1906,",64,Died,"Prithviraj Kapoor born Prithvinath Kapoor, was a pioneer of Indian theatre and of the Hindi film industry, who started his career as an actor in the silent era of Hindi cinema, associated with IPTA as ...",5ea7c214ff604553fe22720c
Prithviraj Sukumaran,https://en.wikipedia.org/wiki/Prithviraj_Sukumaran,Prithviraj Sukumaran.jpg,16 October 1982,37,Alive,"Prithviraj Sukumaran is an Indian film actor, director, producer, playback singer, and distributor known for his works primarily in the Malayalam cinema. He has also appeared in the Tamil, Hindi and Telugu language films.",5ea7c217ff604553fe22720d
Pu La Deshpande,https://en.wikipedia.org/wiki/Purushottam_Laxman_Deshpande,Pu La Deshpande.jpg,"8 November 1919,",80,Died,"Pu La Deshpande, popularly known by his initials or as P. L. Deshpande, was a Marathi writer and humorist from Maharashtra, India. He was also an accomplished film and stage actor, script writer, author, composer, musician, singer and orator. He was often referred to as ""Maharashtra's beloved personality"".",5ea7c21aff604553fe22720e
Puneet Issar,https://en.wikipedia.org/wiki/Puneet_Issar,Puneet Issar.jpg,6 November 1959,60,Alive,"Puneet Issar is an Indian actor and director. He is most famous for his role as Duryodhana in the Mahabharat TV show, and directing Garv: Pride and Honour starring Salman Khan. His other notable roles are in Border, directed by J. P. Dutta, and second lead in the cult Indian horror film Purana Mandir in 1983.",5ea7c21cff604553fe22720f
Puneet Rajkumar,https://en.wikipedia.org/wiki/Puneet_Rajkumar,Puneet Rajkumar.jpg,17 March 1975,45,Alive,"Puneeth Rajkumar is an Indian film actor, playback singer, anchor and producer who works primarily in Kannada cinema. He has been a lead actor in 28 films; as a child, he appeared in films featuring his father, Rajkumar.",5ea7c220ff604553fe227210
Puri Jagannadh,https://en.wikipedia.org/wiki/Puri_Jagannadh,Puri Jagannadh.jpg,28 September 1966,53,Alive,"Puri Jagannath is an Indian film director, screenwriter and producer, who works primarily in the Telugu cinema. He is known as the Dynamic Director in Telugu film industry for his characterizations and style of film making.",5ea7c222ff604553fe227211
R. Madhavan,https://en.wikipedia.org/wiki/R._Madhavan,R. Madhavan.jpg,1 June 1970,49,Alive,"R. Madhavan is an Indian actor, writer and film producer who predominantly appears in Tamil and Hindi language films. He has received four Filmfare Awards and an award from the Tamil Nadu State Film Awards along with recognition and nominations from other organisations.",5ea7c225ff604553fe227212
Raaj Kumar,https://en.wikipedia.org/wiki/Raaj_Kumar,Raaj Kumar.jpg,"8 October 1926,",69,Died,"Raaj Kumar, born as Kulbhushan Pandit, was an Indian film actor. He worked as sub-inspector of Mumbai Police in the late 1940s before he turned to acting with the 1952 Hindi film Rangeeli.",5ea7c228ff604553fe227213
Raghavendra Rajkumar,https://en.wikipedia.org/wiki/Raghavendra_Rajkumar,Raghavendra Rajkumar.jpg,15 August 1965,54,Alive,Raghavendra Rajkumar is an Indian film producer and former actor in Kannada cinema. He was also a singer and sang in some movies in which he acted. He is the second son of actor Rajkumar and film producer Parvathamma.,5ea7c22cff604553fe227214
Raghu Babu,https://en.wikipedia.org/wiki/Raghu_Babu,Raghu Babu.jpg,24 June 1964,55,Alive,"Yerra Raghu, known professionally as Raghu Babu, is a Telugu comedian well known for his comic expressions and timing. He has worked in many successful films in Telugu industry. He is the eldest son of famous comedian and character actor Giri Babu. His native is Ravinuthala village. He got married in 1988.",5ea7c22fff604553fe227215
Raghu Mukherjee,https://en.wikipedia.org/wiki/Raghu_Mukherjee,Raghu Mukherjee.jpg,2 April 1981,39,Alive,Raghu Mukherjee is an Indian Kannada film actor and model.,5ea7c231ff604553fe227216
Raghubir Yadav,https://en.wikipedia.org/wiki/Raghubir_Yadav,Raghubir Yadav.jpg,25 June 1957,62,Alive,"Raghubir Yadav is an Indian film, stage and television actor, music composer, singer and set designer. He made his film debut with Massey Sahib, in which he played the title role.",5ea7c234ff604553fe227217
Raghuvaran,https://en.wikipedia.org/wiki/Raghuvaran,Raghuvaran.jpg,"10 December 1958,",49,Died,"Radhakrishnan Velayutham Raghuvaran was an Indian actor who predominantly acted in movies made in South India. He has acted in more than 200 Tamil, Telugu, Malayalam, Kannada and Hindi films. According to the Hindustan Times, ""The actor had carved a niche for himself with his special style and voice modulation.""",5ea7c237ff604553fe227218
Rahman,https://en.wikipedia.org/wiki/Rahman_(actor),Rahman.jpg,23 May 1967,52,Alive,"Rahman is an Indian film actor who has starred in over 150 films, primarily Malayalam, Tamil and Telugu films.At 90's Rahman is a superstar of Malayalam film industry. In Tamil and Telugu cinema, he is also known by the screen names Raghuman and Raghu.",5ea7c23aff604553fe227219
Rahul Roy,https://en.wikipedia.org/wiki/Rahul_Roy,Rahul Roy.jpg,9 February 1968,52,Alive,"Rahul Roy is an Indian film actor, producer, and former model known for his works in Bollywood, and Television. Roy began his acting career with the 1990 blockbuster Aashiqui, a Mahesh Bhatt production as the lead actor with newcomer Anu Agarwal.",5ea7c23eff604553fe22721a
Rahul Bose,https://en.wikipedia.org/wiki/Rahul_Bose,Rahul Bose.jpg,27 July 1967,52,Alive,"Rahul Bose is an Indian film actor, director, screenwriter, social activist, and rugby player. Bose has appeared in Bengali films such as Mr. and Mrs. Iyer, Kalpurush, Anuranan, Antaheen, Laptop and The Japanese Wife.",5ea7c240ff604553fe22721b
Rahul Dev,https://en.wikipedia.org/wiki/Rahul_Dev,Rahul Dev.jpg,27 September 1968,51,Alive,"Rahul Dev is an Indian film actor and former model. He predominantly works in Hindi, Punjabi, Bengali, Kannada, Malayalam, Odia, Tamil and Telugu films.",5ea7c243ff604553fe22721c
Raja Shankar,https://en.wikipedia.org/wiki/Raja_Shankar,Raja Shankar.jpg,"18 August 1931,",55,Died,"Raja Shankar or Rajashankar was an Indian film actor in the Kannada film industry. Some of the notable films of Raja Shankar as an actor include Bhakta Kumbara, Sampathige Saval, Sri Srinivasa Kalyana.",5ea7c246ff604553fe22721d
Raj Babbar,https://en.wikipedia.org/wiki/Raj_Babbar,Raj Babbar.jpg,23 June 1952,67,Alive,Raj Babbar is a Hindi and Punjabi film actor and politician belonging to Indian National Congress. three-time member of the Lok Sabha and a two-time member of the Upper House of the Indian Parliament. He was the President of Uttar Pradesh Congress Committee.,5ea7c249ff604553fe22721e
Raj Kapoor,https://en.wikipedia.org/wiki/Raj_Kapoor,Raj Kapoor.jpg,"14 December 1924,",63,Died,"Ranbir Raj Kapoor was an Indian film actor, producer and director of Indian cinema. Born at Kapoor Haveli in Peshawar to actor Prithviraj Kapoor– he was a member of the Kapoor family which has produced several Bollywood superstars.",5ea7c24cff604553fe22721f
Rajanand,https://en.wikipedia.org/wiki/Rajanand,Rajanand.jpg,"2 December 1927,",76,Died,"Venkataraju known by his professional name Rajanand, was an Indian film actor in the Kannada film industry. Some of the notable films of Rajanand as an actor include Operation Diamond Racket, Mayura, Eradu Kanasu.",5ea7c24fff604553fe227220
Rajkummar Rao,https://en.wikipedia.org/wiki/Rajkummar_Rao,Rajkummar Rao.jpg,31 August 1984,35,Alive,"Rajkummar Rao, also known as Rajkumar Yadav, is an Indian actor. He has established a career in Hindi cinema and is the recipient of several awards, including a National Film Award, three Filmfare Awards, and an Asia Pacific Screen Award.",5ea7c252ff604553fe227221
Rajat Barmecha,https://en.wikipedia.org/wiki/Rajat_Barmecha,Rajat Barmecha.jpg,24 April 1989,31,Alive,Rajat Barmecha is an Indian film actor who is best known for his lead role in the 2010 Bollywood film Udaan.,5ea7c255ff604553fe227222
Rajendra Kumar,https://en.wikipedia.org/wiki/Rajendra_Kumar,Rajendra Kumar.jpg,"20 July 1929,",69,Died,"Rajendra Kumar Tuli was an Indian film actor who starred in Bollywood films. Starting his career in 1950, he appeared in more than 80 films in a career spanning over four decades. He was popularly known as the 'Jubilee Star' and 'Tragedy King', a title earlier conferred to Dilip Kumar.",5ea7c258ff604553fe227223
Rajendra Nath,https://en.wikipedia.org/wiki/Rajendra_Nath,Rajendra Nath.jpg,"1931,",77,Died,Rajendra Nath Malhotra was an Indian actor and comedian in Hindi and Punjabi films.,5ea7c25aff604553fe227224
Rajesh (Kala Thapaswi),https://en.wikipedia.org/wiki/Rajesh_(Kannada_actor),Rajesh (Kala Thapaswi).jpg,15 April 1935,85,Alive,"Vidyasagar, known by his stage name Rajesh, is an Indian actor who appears in Kannada films. Known as 'Kala Thapswi', Rajesh is an ardent fan of literature. Vidyasagar is the original name of Rajesh.",5ea7c25eff604553fe227225
Rajesh Khanna,https://en.wikipedia.org/wiki/Rajesh_Khanna,Rajesh Khanna.jpg,"29 December 1942,",69,Died,"Rajesh Khanna was an Indian actor, film producer and politician who is best known for his work in the Hindi cinema. He is referred to as the ""First Superstar"" of Indian cinema. He starred in 15 consecutive solo hit films from 1969 to 1971, a record unbroken.",5ea7c261ff604553fe227226
Rajesh Khattar,https://en.wikipedia.org/wiki/Rajesh_Khattar,Rajesh Khattar.jpg,24 September 1966,53,Alive,"Rajesh Khattar is an Indian television and film actor, voice actor, and screenwriter.",5ea7c264ff604553fe227227
Rajesh Krishnan,https://en.wikipedia.org/wiki/Rajesh_Krishnan,Rajesh Krishnan.jpg,3 June 1973,46,Alive,"Rajesh Krishnan is an Indian melody playback singer and film actor. Although he is popularly known for his works in Kannada films, he has sung 5000 songs in Kannada, 500 in Telugu and more than 250 ...",5ea7c267ff604553fe227228
Rajit Kapoor,https://en.wikipedia.org/wiki/Rajit_Kapoor,Rajit Kapoor.jpg,22 May 1960,59,Alive,"Rajit Kapur is an Indian film and theater actor and director. He is known for his portrayal of Mahatma Gandhi in the 1996 film, The Making of the Mahatma.",5ea7c26aff604553fe227229
Rajinikanth,https://en.wikipedia.org/wiki/Rajinikanth,Rajinikanth.jpg,12 December 1950,69,Alive,"Shivaji Rao Gaekwad, known professionally as Rajinikanth or Rajni, is an Indian film actor who works primarily in Tamil cinema. In addition to acting, he has also worked as a producer and screenwriter. Hailed as Superstar or Thalaivaa, Rajinikanth is one of the most popular actors in South India.",5ea7c26dff604553fe22722a
Ram Kapoor,https://en.wikipedia.org/wiki/Ram_Kapoor,Ram Kapoor.jpg,1 September 1973,46,Alive,Ram Kapoor is an Indian television and film actor. He gained popularity portraying Jai Walia in the television series Kasamh Se and the character of Ram Kapoor in Bade Achhe Lagte Hain.,5ea7c270ff604553fe22722b
Rajeev Verma,https://en.wikipedia.org/wiki/Rajeev_Verma,Rajeev Verma.jpg,28 June 1949,70,Alive,Rajeev Verma is an Indian actor. He has worked in film and television.,5ea7c273ff604553fe22722c
Rajiv Kanakala,https://en.wikipedia.org/wiki/Rajiv_Kanakala,Rajiv Kanakala.jpg,,45,Alive,,5ea7c276ff604553fe22722d
Rajiv Kapoor,https://en.wikipedia.org/wiki/Rajiv_Kapoor,Rajiv Kapoor.jpg,25 August 1962,57,Alive,"Rajiv Kapoor is an Indian film actor, producer, director and a member of the Kapoor Family.",5ea7c279ff604553fe22722e
Rajkumar,https://en.wikipedia.org/wiki/Rajkumar_(actor),Rajkumar.jpg,"24 April 1929,",76,Died,"Singanalluru Puttaswamy Muthuraj, known mononymously by his stage name Rajkumar or Dr. Rajkumar was a legendary Indian film actor and playback singer in the Kannada cinema.",5ea7c27cff604553fe22722f
Rajneesh Duggal,https://en.wikipedia.org/wiki/Rajneesh_Duggal,Rajneesh Duggal.jpg,19 November 1979,40,Alive,"Rajneesh Duggal is an Indian film and television actor and a former super model. He won the title of Grasim Mr. India 2003 and represented India at the Mr. International 2003, held in London and was declared the runner up. He also won the Kingfisher Model of the year award in 2005.",5ea7c27fff604553fe227230
Rajpal Yadav,https://en.wikipedia.org/wiki/Rajpal_Yadav,Rajpal Yadav.jpg,16 March 1971,49,Alive,"Rajpal Yadav is an Indian actor, known for his works in Hindi cinema. He is best known for his comic roles in movies.",5ea7c282ff604553fe227231
Raju Srivastav,https://en.wikipedia.org/wiki/Raju_Srivastav,Raju Srivastav.jpg,25 December 1963,56,Alive,"Raju Srivastava, often credited as Gajodhar, is an Indian comedian.",5ea7c284ff604553fe227232
Rakesh Bedi,https://en.wikipedia.org/wiki/Rakesh_Bedi,Rakesh Bedi.jpg,1 December 1954,65,Alive,"Rakesh Bedi is an Indian film, stage and television actor. He is most known for his comedy roles in films such as Mera Damaad, Chashme Buddoor, the television series like Yeh Jo Hai Zindagi, Shrimaan Shrimati and Yes Boss.",5ea7c287ff604553fe227233
Rakesh Roshan,https://en.wikipedia.org/wiki/Rakesh_Roshan,Rakesh Roshan.jpg,6 September 1949,70,Alive,"Rakesh Roshan is an Indian producer, director, screenwriter, editor, former actor and music director in Hindi films. He is the son of Indian music director Roshanlal Nagrath. He appeared in 84 films throughout the 1970s and 1980s till 1989.",5ea7c28aff604553fe227234
Ramakrishna,https://en.wikipedia.org/wiki/Ramakrishna_(Kannada_actor),Ramakrishna.jpg,"18 February 1836,",50,Died,"Sri Ramakrishna Paramahansa Ramkṛiṣṇo Pôromôhongśo; 18 February 1836 – 16 August 1886, born Ramakrishna ""Gadadhar"" Chattopadhyay, was an Indian Hindu mystic, philosopher, saint and considered as an avatar by many in 19th century Bengal.",5ea7c290ff604553fe227235
Ramki,https://en.wikipedia.org/wiki/Ramki_(actor),Ramki.jpg,31 March 1962,58,Alive,"Ramakrishnan, better known by his stage name Ramki, is an Indian film actor best known for his work in Tamil and Telugu films. He made his debut in Chinna Poove Mella Pesu and was a lead film actor until 2004.",5ea7c292ff604553fe227236
Ram Charan Teja,https://en.wikipedia.org/wiki/Ram_Charan_Teja,Ram Charan Teja.jpg,27 March 1985,35,Alive,"Ram Charan is an Indian film actor, producer, and entrepreneur who works in Telugu cinema. He is one of the most popular and influential actors in Tollywood and has featured in Forbes India's Celebrity 100 list since 2013.",5ea7c296ff604553fe227237
Ramesh Aravind,https://en.wikipedia.org/wiki/Ramesh_Aravind,Ramesh Aravind.jpg,10 September 1964,55,Alive,"Ramesh Aravind is an Indian actor, director, TV show host, screenwriter, motivational speaker and author. Ramesh Aravind has been in the entertainment industry for over 34 years and has works in six languages.He has acted in more than 140 movies.
He has predominantly worked in Kannada.",5ea7c299ff604553fe227238
Ramesh Babu,https://en.wikipedia.org/wiki/Ramesh_Babu,Ramesh Babu.jpg,13 October 1965,54,Alive,"Ramesh Babu Ghattamaneni, better known as Ramesh Babu, is an Indian film actor and film producer best known for his work in Telugu cinema. Born to actor Krishna, Ramesh Babu made his on screen debut with the film Needa in 1979. He acted in over 15 films before retiring from acting in 1997.",5ea7c29cff604553fe227239
Ramesh Bhat,https://en.wikipedia.org/wiki/Ramesh_Bhat,Ramesh Bhat.jpg,,,Alive,,5ea7c29eff604553fe22723a
Ramesh Deo,https://en.wikipedia.org/wiki/Ramesh_Deo,Ramesh Deo.jpg,30 January 1929,91,Alive,"Ramesh Deo is an Indian film and television actor who has worked in more than 285 Hindi films, 190 Marathi films and 30 Marathi dramas with over 200 showings in his long career. He has also produced feature films, television serials and over 250 ad films.",5ea7c2a1ff604553fe22723b
Ramesh Khanna,https://en.wikipedia.org/wiki/Ramesh_Khanna,Ramesh Khanna.jpg,30 November 1955,64,Alive,Ramesh Kanna is a Tamil film director and actor and has acted in supporting roles and comedian roles.,5ea7c2a4ff604553fe22723c
Ram Kumar,https://en.wikipedia.org/wiki/Ramkumar,Ram Kumar.jpg,3 December 1968,51,Alive,"Ramkumar is an Indian film actor and producer working in Kannada films, who made his debut in Peraala's 1990 action film Aavesha. The same year, he played a brief role in Rajendra Singh Babu's war film Muthina Haara. He turned producer for the film Pandavaru, in which he acted as well.",5ea7c2a7ff604553fe22723d
Ram Pothineni,https://en.wikipedia.org/wiki/Ram_Pothineni,Ram Pothineni.jpg,15 May 1988,31,Alive,"Ram Pothineni is an Indian film actor who is known for his works in Telugu cinema. He is a nephew of the film producer Sravanthi Ravi Kishore.
Pothineni made his film debut in 2006 with the romantic comedy film Devadasu, which became a blockbuster at the box office.",5ea7c2a9ff604553fe22723e
Ranbir Kapoor,https://en.wikipedia.org/wiki/Ranbir_Kapoor,Ranbir Kapoor.jpg,28 September 1982,37,Alive,"Ranbir Kapoor is an Indian actor and film producer. He is one of the highest-paid actors of Hindi cinema and has featured in Forbes India's Celebrity 100 list since 2012. Kapoor is the recipient of several awards, including six Filmfare Awards.",5ea7c2adff604553fe22723f
Randeep Hooda,https://en.wikipedia.org/wiki/Randeep_Hooda,Randeep Hooda.jpg,20 August 1976,43,Alive,"Randeep Hooda is an Indian actor and equestrian. Best known for his work in the Hindi film industry, he is the recipient of accolades such as two Stardust Awards and a nomination each for the Filmfare and the International Indian Film Academy Awards.",5ea7c2b0ff604553fe227240
Randhir Kapoor,https://en.wikipedia.org/wiki/Randhir_Kapoor,Randhir Kapoor.jpg,15 February 1947,73,Alive,"Randhir Kapoor is an Indian film actor, producer and director, who works in the Hindi film industry. He was an established actor of the 1970s and a two-time Filmfare Award nominee.
Part of the Kapoor family, he is the son of actor–filmmaker Raj, grandson of actor Prithviraj and the brother of actor Rishi.",5ea7c2b3ff604553fe227241
Ranjeet,https://en.wikipedia.org/wiki/Ranjeet,Ranjeet.jpg,12 November 1946,73,Alive,"Gopal Bedi is an actor in Indian films and television, born in Jandiala Guru near Amritsar. He has played mostly character roles, with roles as the villain dominating his over 200 Hindi films. Ranjeet played a positive character throughout on the TV series Aisa Des Hai Mera.",5ea7c2b5ff604553fe227242
Ranveer Singh,https://en.wikipedia.org/wiki/Ranveer_Singh,Ranveer Singh.jpg,6 July 1985,34,Alive,"Ranveer Singh Bhavnani is an Indian actor who appears in Hindi films. The recipient of several awards, including four Filmfare Awards, Singh is among the highest-paid actors in the country and has featured in Forbes India's Celebrity 100 list since 2012.",5ea7c2b9ff604553fe227243
Ranvir Shorey,https://en.wikipedia.org/wiki/Ranvir_Shorey,Ranvir Shorey.jpg,18 August 1972,47,Alive,"Ranvir Shorey is an Indian actor and former VJ. Since making his debut in Ek Chhotisi Love Story, he has starred in a number of high-profile films such as Jism and Lakshya. He has also starred in the critically acclaimed films such as Traffic Signal, Bheja Fry and the critical and commercial hit Mithya.",5ea7c2bbff604553fe227244
Ravi Babu,https://en.wikipedia.org/wiki/Ravi_Babu,Ravi Babu.jpg,,,Alive,,5ea7c2beff604553fe227245
Ravi Verma Actor,https://en.wikipedia.org/w/index.php?title=Ravi_Verma_Actor&action=edit&redlink=1,Ravi Verma Actor.jpg,,,Alive,,5ea7c2c1ff604553fe227246
Ravi Kishan,https://en.wikipedia.org/wiki/Ravi_Kishan,Ravi Kishan.jpg,17 July 1969,50,Alive,"Ravindra Shyamnarayan Shukla, popularly known as Ravi Kishan, is an Indian actor, politician and television personality who is the current Member of Parliament in the Lok Sabha from Gorakhpur. who works in Hindi cinema and Bhojpuri cinema. He has also acted in a few Telugu films.",5ea7c2c4ff604553fe227247
Ravi Prakash,https://en.wikipedia.org/wiki/Ravi_Prakash_(Telugu_actor),Ravi Prakash.jpg,1 January 1981,39,Alive,"Ravi Prakash is an Indian film actor, who has primarily appeared in supporting roles in Telugu and Tamil films.",5ea7c2c7ff604553fe227248
Ravi Shankar,https://en.wikipedia.org/wiki/P._Ravi_Shankar,Ravi Shankar.jpg,"7 April 1920,",92,Died,"Ravi Shankar KBE, whose name is often preceded by the title Pandit and ""Sitar maestro"", was an Indian musician and a composer of Hindustani classical music. He was the best-known proponent of the sitar in the second half of the 20th century and influenced many other musicians throughout the world.",5ea7c2caff604553fe227249
Ravi Teja,https://en.wikipedia.org/wiki/Ravi_Teja,Ravi Teja.jpg,26 January 1968,52,Alive,"Ravi Teja is an Indian film actor known for his work in Telugu cinema. Known for his roles in action comedy films, he is widely considered one of the most popular and highest-paid actors of Telugu cinema, who has appeared in over sixty films.",5ea7c2cdff604553fe22724a
Ravichandran,https://en.wikipedia.org/wiki/Ravichandran_(Tamil_actor),Ravichandran.jpg,30 May 1961,58,Alive,"Veeraswamy Ravichandran, known simply as Ravichandran, is an Indian actor and filmmaker in Kannada cinema, known for his multi-faceted works in his associated films.",5ea7c2d0ff604553fe22724b
Ravichandran Veeraswamy,https://en.wikipedia.org/wiki/V._Ravichandran,Ravichandran Veeraswamy.jpg,30 May 1961,58,Alive,"Veeraswamy Ravichandran, known simply as Ravichandran, is an Indian actor and filmmaker in Kannada cinema, known for his multi-faceted works in his associated films.",5ea7c2d4ff604553fe22724c
Raza Murad,https://en.wikipedia.org/wiki/Raza_Murad,Raza Murad.jpg,23 November 1950,69,Alive,Raza Murad is an Indian actor who appears primarily in Hindi films. He has over 250 Bollywood film credits. Murad has also appeared in Bhojpuri and other regional-language films and on Hindi television.,5ea7c2d6ff604553fe22724d
Richard Rishi,https://en.wikipedia.org/wiki/Richard_Rishi,Richard Rishi.jpg,20 October 1977,42,Alive,"Richard Rishi is an Indian film actor who appeared in Tamil, Telugu, Kannada and Malayalam films. He started his career as a child artist in famous movies like Mani Rathnam’s Anjali and Jagadeka Veerudu Atiloka Sundari along with his sisters Shamili and Shalini.",5ea7c2d9ff604553fe22724e
Rishi Kapoor,https://en.wikipedia.org/wiki/Rishi_Kapoor,Rishi Kapoor.jpg,4 September 1952,67,Alive,"Rishi Kapoor is an Indian actor, director and producer known for his work in Hindi cinema. He received the National Film Award for his debut role as a child artist in his father Raj Kapoor's 1970 film Mera Naam Joker.",5ea7c2dcff604553fe22724f
Riteish Deshmukh,https://en.wikipedia.org/wiki/Riteish_Deshmukh,Riteish Deshmukh.jpg,17 December 1978,41,Alive,"Riteish Vilasrao Deshmukh is an Indian film actor, producer. He is known for his work in Hindi and Marathi cinema. He is the son of former Chief Minister of Maharashtra late Vilasrao Deshmukh and Vaishali Deshmukh.",5ea7c2dfff604553fe227250
Riyaz Khan,https://en.wikipedia.org/wiki/Riyaz_Khan,Riyaz Khan.jpg,9 September 1970,49,Alive,"Riyaz Khan is an Indian film and television actor and bodybuilder who predominantly works in Malayalam and Tamil cinema and television series, besides acting in a few Telugu and Kannada films, as well as two Hindi films and two Bengali films.",5ea7c2e2ff604553fe227251
Rockline Venkatesh,https://en.wikipedia.org/wiki/Rockline_Venkatesh,Rockline Venkatesh.jpg,23 March 1963,57,Alive,"Venkatesh, better known by his stage name Rockline Venkatesh, is an Indian film actor and producer known for his works in Kannada, and Hindi cinemas. He is the founder and owner of the production and distribution company, Rockline Entertainmentswhich has Directored over five films as of 2012.",5ea7c2e4ff604553fe227252
Rohit Roy,https://en.wikipedia.org/wiki/Rohit_Roy,Rohit Roy.jpg,2 October 1968,51,Alive,"Rohit Roy is an Indian television star, known for his role in Hindi television serials such as Des Mein Niklla Hoga Chand and Swabhimaan. Besides working in television series, Rohit has also acted in notable Bollywood movies such as Kaabil, Ek Khiladi Ek Haseena, Apartment and Plan among others.",5ea7c2e7ff604553fe227253
Ronit Roy,https://en.wikipedia.org/wiki/Ronit_Roy,Ronit Roy.jpg,11 October 1965,54,Alive,"Ronit Roy is an Indian actor, known for his works in Indian television and Indian film industry. Roy has earned numerous accolades in his career including a Filmfare Award, two Screen Awards, five ITA Awards and six Indian Telly Awards.",5ea7c2eaff604553fe227254
Roshan Seth,https://en.wikipedia.org/wiki/Roshan_Seth,Roshan Seth.jpg,2 April 1942,78,Alive,"Roshan Seth is an Indian–English actor, who appears mainly in British and American films. Best known for his role as antagonist Chattar Lal in Indiana Jones and the Temple of Doom and Jawaharlal Nehru ...",5ea7c2edff604553fe227255
S. Narayan,https://en.wikipedia.org/wiki/S._Narayan,S. Narayan.jpg,5 June 1962,57,Alive,"S. Narayan is an Indian Kannada movie maker. He is called ""Kalasamrat S. Narayan"" for his works. He has been successful in most of his works in his career, is committed timely to his work and also is very humanistic in his life-style.",5ea7c2efff604553fe227256
S Sathyendra,https://en.wikipedia.org/wiki/S_Sathyendra,S Sathyendra.jpg,6 June 1960,59,Alive,"S. Sathyendra is a theatre, serial, telefilm, documentary and film actor who has acted in sixty films in Kannada, Tamil, Telugu, Hindi, Malayalam and German languages. In addition, he is also a translator and interpreter in various Indian and foreign languages, and has also produced, directed and acted in short films.",5ea7c2f2ff604553fe227257
S. J. Suryaah,https://en.wikipedia.org/wiki/S._J._Suryaah,S. J. Suryaah.jpg,20 July 1968,51,Alive,"S. Justin Selvaraj, known by his stage name S. J. Surya is an Indian film director, screenwriter, actor, music composer and producer who has worked in the Tamil, Telugu and Hindi film industries. He sought to become an actor but ended up directing, assisting Vasanth and Sabapathy.",5ea7c2f5ff604553fe227258
S. P. Balasubrahmanyam,https://en.wikipedia.org/wiki/S._P._Balasubrahmanyam,S. P. Balasubrahmanyam.jpg,4 June 1946,73,Alive,"Sripathi Panditaradhyula Balasubrahmanyam mostly referred to as S. P. B. or Balu is an Indian playback singer, music director, actor, dubbing artist and film producer who works predominantly in Telugu, Tamil, Kannada, Hindi and Malayalam. He has recorded over 100000 songs in 16 Indian languages.",5ea7c2f9ff604553fe227259
S. P. B. Charan,https://en.wikipedia.org/wiki/S._P._B._Charan,S. P. B. Charan.jpg,7 January 1972,48,Alive,"Sripathi Panditharadhyula Balasubrahmanyam Charan, popularly known as S. P. B. Charan, or Charan is an Indian film playback singer, actor, and producer known for his works primarily in Tamil cinema.
He is the son of the Indian singer S. P. Balasubrahmanyam.",5ea7c2fcff604553fe22725a
S. Shankar,https://en.wikipedia.org/wiki/S._Shankar,S. Shankar.jpg,17 August 1963,56,Alive,"Shankar Shanmugam, credited as S. Shankar or his mononym Shankar, is an Indian film maker who predominantly works in Tamil cinema. He made his debut as a director in the film Gentleman, for which he won the Filmfare Best Director Award and the Tamil Nadu State Film Award for Best Director.",5ea7c2feff604553fe22725b
S. V. Ranga Rao,https://en.wikipedia.org/wiki/S._V._Ranga_Rao,S. V. Ranga Rao.jpg,"3 July 1918,",56,Died,"Samarla Venkata Ranga Rao, popularly known as S.V.R., was an Indian film actor, director and producer known for his works in Telugu cinema and Tamil cinema.",5ea7c301ff604553fe22725c
Saandip,https://en.wikipedia.org/wiki/Saandip,Saandip.jpg,5 August 1978,41,Alive,"Saandip is an Indian singer and actor. He has given playback to Tollywood and Bollywood movies. He has acted in ""Premayanamaha"" and ""Inkosaari"". He was the first South Indian to participate in the Popular TV Show ZEE SAREGAMAPA anchored by Shaan in 2003 and won many accolades from the musical geniuses of Bollywood.",5ea7c304ff604553fe22725d
Sachet Engineer,https://en.wikipedia.org/wiki/Sachet_Engineer,Sachet Engineer.jpg,15 May 1995,24,Alive,"Sachet Engineer is an Indian actor and a swimmer. He is best known for his role as Yohaan Awasthi in the 2007 Bollywood film, Taare Zameen Par. He is the grandson of water polo champion, Ishwar Girdharlal Engineer.
He attended Campion School, Mumbai.",5ea7c306ff604553fe22725e
Sachin Pilgaonkar,https://en.wikipedia.org/wiki/Sachin_Pilgaonkar,Sachin Pilgaonkar.jpg,17 August 1957,62,Alive,"Sachin Pilgaonkar, often known by his first name Sachin, is an Indian film and television actor, director, singer and producer.",5ea7c309ff604553fe22725f
